idpicto,lemma,synset,synset2,relation,head,headrel,dependent,deprel,antonym,number,lemma_plural,disable
2342,cuisiner,fre-30-01665638-v,01669533-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2342,mijoter,fre-30-00323856-v,00324657-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2342,mijoter,fre-30-01665638-v,01669533-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2342,mijoter,fre-30-01664172-v,01668067-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2342,préparer,fre-30-01665638-v,01669533-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2342,préparer,fre-30-01664172-v,01668067-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2342,préparer,fre-30-00323856-v,00324657-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2343,crocodile,fre-30-01697178-n,01699819-n,synonym,\N,\N,\N,\N,\N,\N,crocodiles,\
2344,fusée,fre-30-04265904-n,04273014-n,synonym,\N,\N,\N,\N,\N,\N,fusées,\
2344,fusée,fre-30-04099429-n,04106523-n,synonym,\N,\N,\N,\N,\N,\N,fusées,\
2345,passoire,fre-30-04216634-n,04223701-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
2346,matelas_de_gymnastique,fre-30-03727946-n,03733437-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
2346,tapis_de_gymnastique,fre-30-03727946-n,03733437-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
2347,collier,fre-30-03814906-n,03820446-n,synonym,\N,\N,\N,\N,\N,\N,colliers,\
2347,collier,fre-30-03024882-n,03028565-n,synonym,\N,\N,\N,\N,\N,\N,colliers,\
2348,colorier,fre-30-01696648-v,01700543-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2348,colorier,fre-30-01684899-v,01688794-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2348,colorier,fre-30-01362736-v,01365439-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2348,colorier,fre-30-00283911-v,00284671-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2348,peindre,fre-30-01684899-v,01688794-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2348,peindre,fre-30-01362736-v,01365439-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2348,peindre,fre-30-00283911-v,00284671-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2348,peindre,fre-30-01696648-v,01700543-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2349,manger,fre-30-01168468-v,01170802-v,synonym,\N,\N,\N,\N,\N,\N,\N,
2349,manger,fre-30-01156834-v,01159300-v,synonym,\N,\N,\N,\N,\N,\N,\N,
2349,mettre_dans_la_bouche,fre-30-01156834-v,01159300-v,synonym,\N,\N,\N,\N,\N,\N,\N,
2349,mettre_dans_la_bouche,fre-30-01168468-v,01170802-v,synonym,\N,\N,\N,\N,\N,\N,\N,
2349,prendre,fre-30-01156834-v,01159300-v,synonym,\N,\N,\N,\N,\N,\N,\N,
2349,prendre,fre-30-01168468-v,01170802-v,synonym,\N,\N,\N,\N,\N,\N,\N,
2350,cerf-volant,fre-30-03621473-n,03626682-n,synonym,\N,\N,\N,\N,\N,\N,cerfs-volants,\
2351,lapin,fre-30-02324045-n,02326697-n,synonym,\N,\N,\N,\N,\N,\N,lapins,\
2352,confus,fre-30-00435492-a,00437207-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
2352,confus,fre-30-01684133-a,01688793-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
2352,désorienté,fre-30-01684133-a,01688793-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
2352,désorienté,fre-30-00435492-a,00437207-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
2353,concierge,fre-30-09951953-n,09971432-n,synonym,\N,\N,\N,\N,\N,\N,concierges,\
2353,concierge,fre-30-10675721-n,10695160-n,synonym,\N,\N,\N,\N,\N,\N,concierges,\
2353,concierge,fre-30-10026553-n,10046278-n,synonym,\N,\N,\N,\N,\N,\N,concierges,\
2353,gardien,fre-30-10026553-n,10046278-n,synonym,\N,\N,\N,\N,\N,\N,gardiens,\
2353,gardien,fre-30-09951953-n,09971432-n,synonym,\N,\N,\N,\N,\N,\N,gardiens,\
2353,gardien,fre-30-10675721-n,10695160-n,synonym,\N,\N,\N,\N,\N,\N,gardiens,\
2353,portier,fre-30-10675721-n,10695160-n,synonym,\N,\N,\N,\N,\N,\N,portiers,\
2353,portier,fre-30-10026553-n,10046278-n,synonym,\N,\N,\N,\N,\N,\N,portiers,\
2353,portier,fre-30-09951953-n,09971432-n,synonym,\N,\N,\N,\N,\N,\N,portiers,\
2354,console,fre-30-00458890-n,00459914-n,synonym,\N,\N,\N,\N,\N,\N,consoles,\
2354,console_de_jeu,fre-30-00458890-n,00459914-n,synonym,\N,\N,\N,\N,\N,\N,consoles_de_jeu,\
2355,benne,fre-30-04065789-n,04072901-n,synonym,\N,\N,\N,\N,\N,\N,bennes,\
2355,benne,fre-30-02839910-n,02843139-n,synonym,\N,\N,\N,\N,\N,\N,bennes,\
2355,benne_à_ordures,fre-30-02839910-n,02843139-n,synonym,\N,\N,\N,\N,\N,\N,bennes_à_ordures,\
2355,benne_à_ordures,fre-30-04065789-n,04072901-n,synonym,\N,\N,\N,\N,\N,\N,bennes_à_ordures,\
2355,poubelle,fre-30-02839910-n,02843139-n,synonym,\N,\N,\N,\N,\N,\N,poubelles,\
2355,poubelle,fre-30-04065789-n,04072901-n,synonym,\N,\N,\N,\N,\N,\N,poubelles,\
2356,verre,fre-30-03438257-n,03443167-n,synonym,\N,\N,\N,\N,\N,\N,verres,\
2356,verre_à_pied,fre-30-03438257-n,03443167-n,synonym,\N,\N,\N,\N,\N,\N,verres_à_pied,\
2357,rideaux,fre-30-03151077-n,03155743-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
2358,croissant,fre-30-07691650-n,07707395-n,synonym,\N,\N,\N,\N,\N,\N,croissants,\
2359,cahier,fre-30-06415419-n,06427062-n,synonym,\N,\N,\N,\N,\N,\N,cahiers,\
2359,carnet,fre-30-06415419-n,06427062-n,synonym,\N,\N,\N,\N,\N,\N,carnets,\
2360,peinture,fre-30-03876519-n,03882197-n,synonym,\N,\N,\N,\N,\N,\N,peintures,\
2360,tableau,fre-30-03876519-n,03882197-n,synonym,\N,\N,\N,\N,\N,\N,tableaux,\
2361,seau_et_pelle,fre-30-02909870-n,02913195-n,synonym,\N,\N,\N,\N,\N,\N,seaux_et_pelles,\
2361,seau_et_pelle,fre-30-04266486-n,04273596-n,synonym,\N,\N,\N,\N,\N,\N,seaux_et_pelles,\
2362,cuillère,fre-30-04284002-n,04291140-n,synonym,\N,\N,\N,\N,\N,\N,cuillères,\
2363,louche_2,fre-30-03633091-n,03638382-n,synonym,\N,\N,\N,\N,\N,\N,louches,\
2364,conte,fre-30-06413459-n,06425102-n,synonym,\N,\N,\N,\N,\N,\N,contes,\
2364,conte,fre-30-07221094-n,07235754-n,synonym,\N,\N,\N,\N,\N,\N,contes,\
2364,livre_d'histoires,fre-30-07221094-n,07235754-n,synonym,\N,\N,\N,\N,\N,\N,livres_d'histoires,\
2364,livre_d'histoires,fre-30-06413459-n,06425102-n,synonym,\N,\N,\N,\N,\N,\N,livres_d'histoires,\
2366,tablier,fre-30-02730930-n,02733935-n,synonym,\N,\N,\N,\N,\N,\N,tabliers,\
2367,douleur,fre-30-14322699-n,14346126-n,synonym,\N,\N,\N,\N,\N,\N,douleurs,\
2367,douleur,fre-30-05724694-n,05732639-n,synonym,\N,\N,\N,\N,\N,\N,douleurs,\
2368,donut,fre-30-07639069-n,07654678-n,synonym,\N,\N,\N,\N,\N,\N,donuts,\
2369,dormir,fre-30-00014742-v,00014735-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2370,douche,fre-30-04208936-n,04216003-n,synonym,\N,\N,\N,\N,\N,\N,douches,\
2371,prendre_une_douche,fre-30-00035259-v,00035252-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2371,se_doucher,fre-30-00035259-v,00035252-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2372,éléphant,fre-30-02503517-n,02506148-n,synonym,\N,\N,\N,\N,\N,\N,éléphants,\
2373,prise,fre-30-04255034-n,04262144-n,synonym,\N,\N,\N,\N,\N,\N,prises,\
2373,prise,fre-30-03968293-n,03974625-n,synonym,\N,\N,\N,\N,\N,\N,prises,\
2373,prise_de_courant,fre-30-03968293-n,03974625-n,synonym,\N,\N,\N,\N,\N,\N,prises_de_courant,\
2373,prise_de_courant,fre-30-04255034-n,04262144-n,synonym,\N,\N,\N,\N,\N,\N,prises_de_courant,\
2374,énervé,fre-30-01806106-a,01811355-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
2374,énervé,fre-30-00114454-a,00115265-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
2374,énervé,fre-30-00113818-a,00114629-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
2374,ennuyé,fre-30-01806106-a,01811355-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
2374,ennuyé,fre-30-00114454-a,00115265-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
2374,ennuyé,fre-30-00113818-a,00114629-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
2374,fâché,fre-30-00113818-a,00114629-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
2374,fâché,fre-30-01806106-a,01811355-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
2374,fâché,fre-30-00114454-a,00115265-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
2374,irrité,fre-30-00114454-a,00115265-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
2374,irrité,fre-30-00113818-a,00114629-a,synonym,\N,\N,\N,\N,\N,\N,\N,\
2374,irrité,fre-30-01806106-a,01811355-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
2375,auxiliaire_médicale,fre-30-10367819-n,10387518-n,synonym,\N,\N,\N,\N,\N,\N,auxiliaires_médicales,\
2375,auxiliaire_médicale,fre-30-10366966-n,10386665-n,synonym,\N,\N,\N,\N,\N,\N,auxiliaires_médicales,\
2375,infirmière,fre-30-10366966-n,10386665-n,synonym,\N,\N,\N,\N,\N,\N,infirmières,\
2375,infirmière,fre-30-10367819-n,10387518-n,synonym,\N,\N,\N,\N,\N,\N,infirmières,\
2375,infirmière_diplômée,fre-30-10367819-n,10387518-n,synonym,\N,\N,\N,\N,\N,\N,infirmières_diplômées,\
2375,infirmière_diplômée,fre-30-10366966-n,10386665-n,synonym,\N,\N,\N,\N,\N,\N,infirmières_diplômées,\
2376,devenir_malade,fre-30-02195191-v,02199637-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2376,devenir_malade,fre-30-00087454-v,00087206-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2376,être_malade,fre-30-02195191-v,02199637-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2376,être_malade,fre-30-00087454-v,00087206-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2376,être_souffrant,fre-30-02195191-v,02199637-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2376,être_souffrant,fre-30-00087454-v,00087206-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2376,tomber_malade,fre-30-00087454-v,00087206-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2376,tomber_malade,fre-30-02195191-v,02199637-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2377,crudités,fre-30-07806221-n,07822197-n,synonym,\N,\N,\N,\N,\N,\N,crudités,\
2377,salade,fre-30-07806221-n,07822197-n,synonym,\N,\N,\N,\N,\N,\N,salades,\
2378,chaîne_audio,fre-30-02757462-n,02760467-n,synonym,\N,\N,\N,\N,\N,\N,chaînes_audios,\
2378,chaîne_hi-fi,fre-30-02757462-n,02760467-n,synonym,\N,\N,\N,\N,\N,\N,chaînes_hi-fi,\
2379,escalier,fre-30-04298171-n,04305309-n,synonym,\N,\N,\N,\N,\N,\N,escaliers,\
2379,marches,fre-30-04298171-n,04305309-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
2380,écrire,fre-30-01691057-v,01694952-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2380,écrire,fre-30-06359877-n,06371284-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
2380,écrire,fre-30-00993014-v,00995046-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2380,écriture,fre-30-00993014-v,00995046-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2380,écriture,fre-30-01691057-v,01694952-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2380,écriture,fre-30-06359877-n,06371284-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
2381,écouter,fre-30-02169702-v,02174146-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2381,écouter,fre-30-02171039-v,02175483-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2381,entendre,fre-30-02171039-v,02175483-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2381,entendre,fre-30-02169702-v,02174146-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2382,passoire_2,fre-30-03066849-n,03070853-n,synonym,\N,\N,\N,\N,\N,\N,passoires,\
2383,spaghettis,fre-30-07699914-n,07715659-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
2383,spaghettis,fre-30-07700003-n,07715748-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
2383,spaghettis_à_la_tomate,fre-30-07700003-n,07715748-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
2383,spaghettis_à_la_tomate,fre-30-07699914-n,07715659-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
2384,asperge,fre-30-07719213-n,07734958-n,synonym,\N,\N,\N,\N,\N,\N,asperges,\
2384,asperge,fre-30-12441183-n,12461688-n,synonym,\N,\N,\N,\N,\N,\N,asperges,\
2385,glace,fre-30-03773035-n,03778568-n,synonym,\N,\N,\N,\N,\N,\N,glaces,\
2385,miroir,fre-30-03773035-n,03778568-n,synonym,\N,\N,\N,\N,\N,\N,miroirs,\
2386,étagère,fre-30-04190052-n,04197095-n,synonym,\N,\N,\N,\N,\N,\N,étagères,\
2387,apprendre,fre-30-00599992-v,00601387-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2387,apprendre,fre-30-00607114-v,00608509-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2387,étudier,fre-30-00607114-v,00608509-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2387,étudier,fre-30-00599992-v,00601387-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2389,radiateur,fre-30-04330267-n,04337405-n,synonym,\N,\N,\N,\N,\N,\N,radiateurs,\
2389,radiateur,fre-30-03272239-n,03277150-n,synonym,\N,\N,\N,\N,\N,\N,radiateurs,\
2389,radiateur_électrique,fre-30-03272239-n,03277150-n,synonym,\N,\N,\N,\N,\N,\N,radiateurs_électriques,\
2389,radiateur_électrique,fre-30-04330267-n,04337405-n,synonym,\N,\N,\N,\N,\N,\N,radiateurs_électriques,\
2390,pelleteuse,fre-30-03996416-n,04002774-n,synonym,\N,\N,\N,\N,\N,\N,pelleteuses,\
2391,jupe,fre-30-04231272-n,04238334-n,synonym,\N,\N,\N,\N,\N,\N,jupes,\
2391,jupe,fre-30-03429003-n,03433913-n,synonym,\N,\N,\N,\N,\N,\N,jupes,\
2391,jupe,fre-30-04230808-n,04237870-n,synonym,\N,\N,\N,\N,\N,\N,jupes,\
2392,famille,fre-30-07970406-n,07986853-n,synonym,\N,\N,\N,\N,\N,\N,familles,\
2393,lampadaire,fre-30-04335886-n,04343024-n,synonym,\N,\N,\N,\N,\N,\N,lampadaires,\
2394,figurine,fre-30-03178782-n,03183448-n,synonym,\N,\N,\N,\N,\N,\N,figurines,\
2394,figurine,fre-30-03336459-n,03341404-n,synonym,\N,\N,\N,\N,\N,\N,figurines,\
2394,figurine,fre-30-03335600-n,03340545-n,synonym,\N,\N,\N,\N,\N,\N,figurines,\
2394,statuette,fre-30-03335600-n,03340545-n,synonym,\N,\N,\N,\N,\N,\N,statuettes,\
2394,statuette,fre-30-03178782-n,03183448-n,synonym,\N,\N,\N,\N,\N,\N,statuettes,\
2394,statuette,fre-30-03336459-n,03341404-n,synonym,\N,\N,\N,\N,\N,\N,statuettes,\
2395,kinésithérapeute,fre-30-10427764-n,10447528-n,synonym,\N,\N,\N,\N,\N,\N,kinésithérapeute,\
2395,masseur-kinésitérapeute,fre-30-10427764-n,10447528-n,synonym,\N,\N,\N,\N,\N,\N,masseurs-kinésitérapeutes,\
2395,physiothérapeute,fre-30-10427764-n,10447528-n,synonym,\N,\N,\N,\N,\N,\N,physiothérapeutes,\
2396,flûte,fre-30-03343354-n,03348200-n,synonym,\N,\N,\N,\N,\N,\N,flûtes,\
2396,flûte_à_bec,fre-30-03343354-n,03348200-n,synonym,\N,\N,\N,\N,\N,\N,flûtes_à_bec,\
2397,phoque,fre-30-02076196-n,02078848-n,synonym,\N,\N,\N,\N,\N,\N,phoques,\
2398,feuilles,fre-30-14974264-n,14998823-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
2398,feuilles,fre-30-06255777-n,06266354-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
2398,papier,fre-30-06255777-n,06266354-n,synonym,\N,\N,\N,\N,\N,\N,papiers,\
2398,papier,fre-30-14974264-n,14998823-n,synonym,\N,\N,\N,\N,\N,\N,papiers,\
2398,paquet_de_feuilles,fre-30-14974264-n,14998823-n,synonym,\N,\N,\N,\N,\N,\N,paquets_de_feuilles,\
2398,paquet_de_feuilles,fre-30-06255777-n,06266354-n,synonym,\N,\N,\N,\N,\N,\N,paquets_de_feuilles,\
2399,évier,fre-30-03620889-n,03626098-n,synonym,\N,\N,\N,\N,\N,\N,éviers,\
2400,fraise,fre-30-07745940-n,07761916-n,synonym,\N,\N,\N,\N,\N,\N,fraises,\
2401,frileux,fre-30-01254026-a,01257098-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
2401,sensible_au_froid,fre-30-01254026-a,01257098-s,synonym,\N,\N,\N,\N,\N,\N,\N,\
2402,biscuits_secs,fre-30-07635155-n,07650764-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
2402,galettes,fre-30-07635155-n,07650764-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
2402,gâteaux_secs,fre-30-07635155-n,07650764-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
2403,poule,fre-30-01792640-n,01795281-n,synonym,\N,\N,\N,\N,\N,\N,poules,\
2403,poulet,fre-30-01792640-n,01795281-n,synonym,\N,\N,\N,\N,\N,\N,poulets,\
2404,coq,fre-30-01791625-n,01794266-n,synonym,\N,\N,\N,\N,\N,\N,coqs,\
2404,coq,fre-30-01792158-n,01794799-n,synonym,\N,\N,\N,\N,\N,\N,coqs,\
2405,pois_chiches,fre-30-12515925-n,12536430-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
2405,pois_chiches,fre-30-07588947-n,07604518-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
2405,pois_chiches,fre-30-07726095-n,07742071-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
2406,chat,fre-30-02121620-n,02124272-n,synonym,\N,\N,\N,\N,\N,\N,chats,\
2406,chat,fre-30-02122298-n,02124950-n,synonym,\N,\N,\N,\N,\N,\N,chats,\
2406,minet,fre-30-02122298-n,02124950-n,synonym,\N,\N,\N,\N,\N,\N,minets,\
2406,minet,fre-30-02121620-n,02124272-n,synonym,\N,\N,\N,\N,\N,\N,minets,\
2406,minou,fre-30-02122298-n,02124950-n,synonym,\N,\N,\N,\N,\N,\N,minous,\
2406,minou,fre-30-02121620-n,02124272-n,synonym,\N,\N,\N,\N,\N,\N,minous,\
2407,ballon_2,fre-30-02782093-n,02785116-n,synonym,\N,\N,\N,\N,\N,\N,ballons,\
2407,ballon_2,fre-30-03541923-n,03547103-n,synonym,\N,\N,\N,\N,\N,\N,ballons,\
2407,ballon_2,fre-30-03541923-n,03547103-n,synonym,\N,\N,\N,\N,\N,\N,ballons,\
2407,ballon_2,fre-30-02782093-n,02785116-n,synonym,\N,\N,\N,\N,\N,\N,ballons,\
2407,montgolfière,fre-30-03541923-n,03547103-n,synonym,\N,\N,\N,\N,\N,\N,montgolfières,\
2407,montgolfière,fre-30-02782093-n,02785116-n,synonym,\N,\N,\N,\N,\N,\N,montgolfières,\
2408,ballon_3,fre-30-02782329-n,02785352-n,synonym,\N,\N,\N,\N,\N,\N,ballons,\
2409,gomme,fre-30-04116512-n,04123606-n,synonym,\N,\N,\N,\N,\N,\N,gommes,\
2410,gorille,fre-30-02480855-n,02483486-n,synonym,\N,\N,\N,\N,\N,\N,gorilles,\
2410,primate,fre-30-02480855-n,02483486-n,synonym,\N,\N,\N,\N,\N,\N,primates,\
2410,singe,fre-30-02480855-n,02483486-n,synonym,\N,\N,\N,\N,\N,\N,singes,\
2411,casquette,fre-30-02954340-n,02957776-n,synonym,\N,\N,\N,\N,\N,\N,casquettes,\
2412,bonnet,fre-30-04228693-n,04235755-n,synonym,\N,\N,\N,\N,\N,\N,bonnets,\
2412,bonnet,fre-30-02955065-n,02958501-n,synonym,\N,\N,\N,\N,\N,\N,bonnets,\
2413,agrafeuse,fre-30-04303497-n,04310635-n,synonym,\N,\N,\N,\N,\N,\N,agrafeuses,\
2414,robinet,fre-30-04559451-n,04566737-n,synonym,\N,\N,\N,\N,\N,\N,robinets,\
2415,gants,fre-30-03441112-n,03446036-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
2417,guitare,fre-30-03467517-n,03472449-n,synonym,\N,\N,\N,\N,\N,\N,guitares,\
2417,guitare,fre-30-02676566-n,02679420-n,synonym,\N,\N,\N,\N,\N,\N,guitares,\
2418,aimer,fre-30-01777210-v,01781131-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2418,apprécier,fre-30-01777210-v,01781131-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2418,vouloir,fre-30-01777210-v,01781131-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2419,burger,fre-30-07697100-n,07712845-n,synonym,\N,\N,\N,\N,\N,\N,burgers,\
2419,hamburger,fre-30-07697100-n,07712845-n,synonym,\N,\N,\N,\N,\N,\N,hamburgers,\
2420,cône_de_glace,fre-30-07614730-n,07630339-n,synonym,\N,\N,\N,\N,\N,\N,cônes_de_glaces,\
2420,cornet_de_glace,fre-30-07614730-n,07630339-n,synonym,\N,\N,\N,\N,\N,\N,cornets_de_glace,\
2420,glace_2,fre-30-07614730-n,07630339-n,synonym,\N,\N,\N,\N,\N,\N,glaces,\
2421,hélicoptère,fre-30-03512147-n,03517291-n,synonym,\N,\N,\N,\N,\N,\N,héicoptères,\
2422,soeur,fre-30-10602985-n,10622393-n,synonym,\N,\N,\N,\N,\N,\N,soeurs,\
2422,sœur,fre-30-10602985-n,10622393-n,synonym,\N,\N,\N,\N,\N,\N,sœurs,\
2423,frère,fre-30-09876454-n,09895920-n,synonym,\N,\N,\N,\N,\N,\N,frères,\
2424,hippopotame,fre-30-02398521-n,02401173-n,synonym,\N,\N,\N,\N,\N,\N,hippopotames,\
2425,fourmi,fre-30-02219486-n,02222138-n,synonym,\N,\N,\N,\N,\N,\N,fourmis,\
2426,four,fre-30-03862676-n,03868196-n,synonym,\N,\N,\N,\N,\N,\N,fours,\
2427,œuf,fre-30-07840804-n,07856780-n,synonym,\N,\N,\N,\N,\N,\N,œufs,\
2427,œuf,fre-30-01460457-n,01463098-n,synonym,\N,\N,\N,\N,\N,\N,œufs,\
2427,oeuf,fre-30-01460457-n,01463098-n,synonym,\N,\N,\N,\N,\N,\N,oeufs,\
2427,oeuf,fre-30-07840804-n,07856780-n,synonym,\N,\N,\N,\N,\N,\N,oeufs,\
2428,œuf_au_plat,fre-30-07843636-n,07859612-n,synonym,\N,\N,\N,\N,\N,\N,œufs_au_plat,\
2428,oeuf_frit,fre-30-07843636-n,07859612-n,synonym,\N,\N,\N,\N,\N,\N,oeufs_frit,\
2429,infusion,fre-30-13500023-n,13521226-n,synonym,\N,\N,\N,\N,\N,\N,infusions,\
2429,infusion,fre-30-14848785-n,14872955-n,synonym,\N,\N,\N,\N,\N,\N,infusions,\
2429,tisane,fre-30-14848785-n,14872955-n,synonym,\N,\N,\N,\N,\N,\N,tisanes,\
2429,tisane,fre-30-13500023-n,13521226-n,synonym,\N,\N,\N,\N,\N,\N,tisanes,\
2430,cabinets,fre-30-04446521-n,04453655-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
2430,toilettes,fre-30-04446521-n,04453655-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
2430,WC,fre-30-04446521-n,04453655-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
2431,bouton_électrique,fre-30-04372370-n,04379457-n,synonym,\N,\N,\N,\N,\N,\N,boutons_électriques,\
2431,interrupteur,fre-30-04372370-n,04379457-n,synonym,\N,\N,\N,\N,\N,\N,interrupteurs,\
2432,aller,fre-30-01835496-v,01839438-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2432,avancer,fre-30-01835496-v,01839438-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2432,marcher,fre-30-01835496-v,01839438-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2432,partir,fre-30-01835496-v,01839438-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
2433,jambon,fre-30-07669891-n,07685636-n,synonym,\N,\N,\N,\N,\N,\N,jambons,\
2434,jardin,fre-30-03417345-n,03422255-n,synonym,\N,\N,\N,\N,\N,\N,jardins,\
2434,jardin,fre-30-03417749-n,03422659-n,synonym,\N,\N,\N,\N,\N,\N,jardins,\
2434,parc,fre-30-03417749-n,03422659-n,synonym,\N,\N,\N,\N,\N,\N,parcs,\
2434,parc,fre-30-03417345-n,03422255-n,synonym,\N,\N,\N,\N,\N,\N,parcs,\
2434,square,fre-30-03417749-n,03422659-n,synonym,\N,\N,\N,\N,\N,\N,squares,\
2434,square,fre-30-03417345-n,03422255-n,synonym,\N,\N,\N,\N,\N,\N,squares,\
2435,carafe,fre-30-03950228-n,03956504-n,synonym,\N,\N,\N,\N,\N,\N,carafes,\
2435,carafe,fre-30-03603722-n,03608935-n,synonym,\N,\N,\N,\N,\N,\N,carafes,\
2435,cruche,fre-30-03603722-n,03608935-n,synonym,\N,\N,\N,\N,\N,\N,cruches,\
2435,cruche,fre-30-03950228-n,03956504-n,synonym,\N,\N,\N,\N,\N,\N,cruches,\
2435,pot,fre-30-03603722-n,03608935-n,synonym,\N,\N,\N,\N,\N,\N,pots,\
2435,pot,fre-30-03950228-n,03956504-n,synonym,\N,\N,\N,\N,\N,\N,pots,\
2435,pot_à_eau,fre-30-03603722-n,03608935-n,synonym,\N,\N,\N,\N,\N,\N,pots_à_eau,\
2435,pot_à_eau,fre-30-03950228-n,03956504-n,synonym,\N,\N,\N,\N,\N,\N,pots_à_eau,\
2436,pull,fre-30-04370048-n,04377135-n,synonym,\N,\N,\N,\N,\N,\N,pulls,\
2436,pull-over,fre-30-04370048-n,04377135-n,synonym,\N,\N,\N,\N,\N,\N,pull-overs,\
2437,girafe,fre-30-02439033-n,02441664-n,synonym,\N,\N,\N,\N,\N,\N,girafes,\
2438,petits_pois,fre-30-07727868-n,07743844-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
2438,petits_pois,\N,07741018-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
2438,petits_pois,fre-30-12578255-n,12599160-n,synonym,\N,\N,\N,\N,\N,\N,\N,\
2439,jouer,fre-30-02418686-v,02423786-v,synonym,\N,\N,\N,\N,\N,\N,\N,\
